location,name,online_order,book_table,rate,cost,type,location_id,name_id,cuisines_str
BTM,Delhi Biryani Cafe,Yes,No,3.5,250.0,Delivery,1.0,3591.0,"North Indian, Biryani"
Kanakapura Road,A1 Garam Masala,Yes,No,3.6,600.0,Delivery,77.0,2836.0,"North Indian, South Indian, Andhra, Chinese"
Bannerghatta Road,Burrito Boys,Yes,No,3.0,400.0,Delivery,7.0,1085.0,"Mexican, Tex-Mex"
Bannerghatta Road,Kanhaiyas,Yes,No,3.6,150.0,Delivery,7.0,1342.0,South Indian
Bannerghatta Road,South Mouth,Yes,No,3.51,300.0,Delivery,7.0,5467.0,"North Indian, Fast Food"
Bannerghatta Road,Brews N Bites,Yes,No,2.7,650.0,Dine-out,7.0,330.0,"Chinese, Fast Food, Cafe, Street Food, Finger Food"
Jayanagar,Chutney Chang,Yes,Yes,4.1,414.08730158730157,Dine-out,9.0,556.0,"North Indian, Chinese, BBQ"
Jayanagar,Nandhi Andhra Style Family Restaurant,Yes,No,3.4,400.0,Dine-out,9.0,4734.0,"Seafood, Biryani, South Indian, North Indian, Chinese, Kebab"
City Market,Hotel Kalpaka,No,No,3.4,400.0,Dine-out,60.0,7074.0,"South Indian, Kerala"
Bellandur,Punjabi Times,Yes,Yes,4.1,425.7604895104895,Delivery,8.0,658.0,North Indian
Bellandur,Kaka Singh,Yes,No,2.6,400.0,Delivery,8.0,1338.0,North Indian
Bellandur,Kabab Ghar,Yes,No,3.1,600.0,Delivery,8.0,832.0,"Biryani, North Indian, Kebab"
Bellandur,Nilavara Restaurant,No,No,3.52,300.0,Dine-out,8.0,7749.0,Kerala
Sarjapur Road,Just Shawarma,Yes,No,3.8,300.0,Dine-out,10.0,107.0,Arabian
Richmond Road,FreshMenu,Yes,No,3.8,450.0, 'Red-Velvet Granola Jar',31.0,38.0,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger"
MG Road,KC Das,Yes,No,3.9,200.0,Delivery,29.0,2180.0,"Mithai, Street Food"
Brigade Road,Desi Deck,Yes,Yes,3.9,440.1226993865031,Delivery,20.0,1186.0,"Mughlai, North Indian, Desserts"
Brigade Road,Tea Break Lounge,Yes,No,3.3,400.0,Delivery,20.0,5741.0,"Beverages, Fast Food"
Banashankari,The Good Bowl,Yes,No,3.6,500.0,Delivery,13.0,101.0,"Italian, North Indian, Biryani"
Banashankari,Tandoori Knight,Yes,No,3.0,450.0,Delivery,13.0,5694.0,"North Indian, Chinese, Biryani, Kebab"
Banashankari,Rasoi,Yes,No,3.3,300.0,Dine-out,13.0,2441.0,"North Indian, Chinese"
Basavanagudi,Hotel Dwarka,No,No,4.2,250.0,Dine-out,18.0,7063.0,South Indian
Bannerghatta Road,Cafe Kabana,No,Yes,4.0,700.0,Cafes,7.0,3282.0,"Cafe, Continental"
BTM,Chicken Magic,Yes,No,3.7,300.0,Delivery,1.0,1963.0,"Chinese, North Indian"
BTM,Armaani Caffe,Yes,No,3.5,250.0,Delivery,1.0,1812.0,Fast Food
Bannerghatta Road,Goli Vada Pav No 1,No,No,3.51,150.0,Delivery,7.0,817.0,"Street Food, Burger"
BTM,Zengi Pub & Restaurant,Yes,No,3.7,900.0,Delivery,1.0,2779.0,"Finger Food, Continental, Chinese"
Bannerghatta Road,Sweet Chariot,Yes,No,2.8,500.0,Delivery,7.0,34.0,"Bakery, Desserts, Fast Food"
Bannerghatta Road,Arabian Mexico,Yes,No,3.4,400.0,Dine-out,7.0,1810.0,"Fast Food, Arabian"
Bannerghatta Road,Darjeeling Momo Adda,Yes,No,3.1,200.0,Dine-out,7.0,3571.0,"Chinese, Tibetan, North Indian, Momos"
Jayanagar,Sandwichwallas,Yes,No,3.9,200.0,Delivery,9.0,674.0,Fast Food
Wilson Garden,Sahana's (Nati Style),Yes,No,3.7,350.0,Delivery,52.0,671.0,North Indian
Basavanagudi,Polar Bear,Yes,No,3.9,400.0, 'Tutti Fruity Ice cream',18.0,9.0,"Desserts, Ice Cream, Beverages, Sandwich"
Basavanagudi,Gowdru Military Hotel,No,No,3.3,150.0,Dine-out,18.0,3885.0,"Biryani, Seafood, South Indian"
Bellandur,Blue Berry Restaurant,Yes,No,3.9,650.0,Delivery,8.0,1070.0,"North Indian, Biryani, Chinese, Beverages"
Sarjapur Road,The Milkshake Theory,Yes,No,3.7,400.0,Delivery,10.0,380.0,"Beverages, Fast Food"
Bellandur,Roti's Ghar,Yes,No,3.52,200.0,Delivery,8.0,5181.0,"North Indian, Juices"
HSR,Stoned Monkey,Yes,No,3.9,500.0,Delivery,4.0,187.0,"Desserts, Ice Cream"
Sarjapur Road,Angiie's Cafe,Yes,No,3.7,450.0,Delivery,10.0,1806.0,"Burger, Fast Food"
MG Road,Rim Naam - The Oberoi,No,No,4.6,486.9757174392936,Buffet,29.0,5160.0,Thai
Frazer Town,Savoury Restaurant,Yes,No,4.1,800.0,Delivery,21.0,305.0,"Arabian, North Indian, Chinese, Beverages"
Brigade Road,Chilli Chicken,Yes,No,3.1,500.0,Delivery,20.0,1136.0,Fast Food
Basavanagudi,Cafe Aira,Yes,No,4.1,500.0,Delivery,18.0,1096.0,"Cafe, Continental, Beverages, Desserts"
Basavanagudi,Oasis Food Center,No,No,3.67,150.0,Dine-out,18.0,7778.0,Fast Food
JP Nagar,The Pavillion,No,No,2.7,429.76506639427987,Buffet,6.0,2672.0,"North Indian, Continental, South Indian, Chinese"
Bannerghatta Road,Taco Bell,Yes,No,3.7,600.0,Delivery,7.0,100.0,"Mexican, American, Fast Food"
JP Nagar,SR Choco Station,Yes,No,3.4,200.0,Delivery,6.0,8053.0,Desserts
BTM,RK Fresh Food,Yes,No,3.5,300.0,Delivery,1.0,5091.0,Fast Food
Bannerghatta Road,California Burrito,No,No,4.0,400.0,Delivery,7.0,41.0,"Mexican, Fast Food"
Bannerghatta Road,MK Dabbawala,No,No,3.0,400.0,Delivery,7.0,210.0,North Indian
Bannerghatta Road,Savoury - Sea Shell Restaurant,Yes,Yes,3.9,900.0,Dine-out,7.0,304.0,"Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages"
Bannerghatta Road,Five Star Chicken,Yes,No,3.5,250.0,Dine-out,7.0,2.0,"Fast Food, Beverages"
BTM,Biryani Magic,Yes,No,3.5,300.0,Dine-out,1.0,3188.0,"North Indian, Biryani"
Basavanagudi,Cake Yard,Yes,No,3.3,250.0,Delivery,18.0,771.0,Desserts
Basavanagudi,New Banashankari Donne Biryani,No,No,3.5,300.0,Delivery,18.0,4772.0,"Biryani, North Indian"
Jayanagar,Magic Meals,Yes,No,3.7,400.0,Dine-out,9.0,2253.0,"Fast Food, Desserts, Beverages"
Jayanagar,The Sofraah Kebabs & Kurries - Eden Park Restaurants,No,Yes,3.8,414.08730158730157,Dine-out,9.0,719.0,"North Indian, Afghani"
Marathahalli,Sri Udupi Park,Yes,No,3.1,500.0,Delivery,3.0,88.0,"South Indian, North Indian, Chinese, Beverages"
Sarjapur Road,Momo Rice Noodles,Yes,No,3.4,600.0,Delivery,10.0,290.0,"Chinese, Momos"
Indiranagar,Crunch Pizzas - Express Delivery,Yes,No,3.0,500.0,Delivery,2.0,3534.0,Pizza
Bellandur,Oz Pies,Yes,No,3.8,400.0,Delivery,8.0,4925.0,"Australian, Continental"
Sarjapur Road,Soul Treat,Yes,No,4.3,750.0,Delivery,10.0,5463.0,"Bakery, Desserts, Healthy Food"
Bellandur,Burrito Boys,No,No,2.7,330.0,Delivery,8.0,1085.0,"Mexican, Tex-Mex"
HSR,Mishmash,Yes,No,3.9,434.49684210526317,Delivery,4.0,2297.0,"Mediterranean, Continental, North Indian, Mughlai, Salad"
Bellandur,Yummy Punjabi Delight,No,No,3.2,500.0,Delivery,8.0,6122.0,North Indian
Bellandur,Biryani Treat,No,No,3.52,400.0,Delivery,8.0,328.0,Biryani
Sarjapur Road,Sethi's,Yes,No,3.69,600.0,Delivery,10.0,120.0,"North Indian, Chinese, BBQ"
Marathahalli,Visantoe,Yes,No,3.54,500.0,Dine-out,3.0,1730.0,"Steak, Continental"
Bellandur,Tipsy Bull - The Bar Exchange,Yes,Yes,4.4,425.7604895104895, 'Tossed Fiery Pudina Chicken',8.0,310.0,"North Indian, Chinese, Continental, Mexican"
Bellandur,W XYZ Bar - Aloft Bengaluru Cessna Business Park,No,No,3.8,425.7604895104895,Drinks & nightlife,8.0,2744.0,"Finger Food, North Indian"
Residency Road,The Market - The Ritz-Carlton,No,Yes,4.3,478.0269058295964,Buffet,32.0,5852.0,"North Indian, European, Thai"
Cunningham Road,Skylit - Citrus Hotels,No,Yes,4.0,518.7943262411347,Buffet,41.0,307.0,"North Indian, Mughlai, Mediterranean"
Indiranagar,Biryani Trip,Yes,No,3.83,400.0,Delivery,2.0,3193.0,Biryani
Jayanagar,The Royal Corner - Pai Viceroy,Yes,Yes,4.2,900.0,Delivery,9.0,5877.0,"North Indian, Chinese"
Kumaraswamy Layout,Food Point,Yes,No,3.5,300.0,Delivery,43.0,808.0,"North Indian, Chinese"
Kumaraswamy Layout,Cutcakes,Yes,No,3.46,300.0,Delivery,43.0,6681.0,Bakery
Banashankari,Thanco's Natural Ice Creams,No,No,3.2,300.0,Desserts,13.0,1656.0,Ice Cream
Banashankari,Iyer's Tiffin Centre,No,No,3.8,150.0,Dine-out,13.0,7198.0,"South Indian, Chinese"
Banashankari,Udupi Upahar,Yes,No,3.8,300.0,Dine-out,13.0,2725.0,"South Indian, Chinese, North Indian, Juices"
JP Nagar,24th Main,No,Yes,4.1,800.0,Buffet,6.0,1759.0,"North Indian, South Indian, Chinese"
Bannerghatta Road,Krispy Kreme,Yes,No,3.7,300.0,Delivery,7.0,96.0,"Desserts, Beverages"
BTM,Bottle Genie,Yes,No,3.57,350.0,Delivery,1.0,526.0,Beverages
JP Nagar,Food Court,Yes,No,3.68,300.0,Delivery,6.0,582.0,"North Indian, Chinese"
JP Nagar,Biryani Treat,No,No,3.68,400.0,Delivery,6.0,328.0,Biryani
JP Nagar,Chination,Yes,No,3.68,600.0,Delivery,6.0,173.0,Chinese
Bannerghatta Road,Cookie Man,Yes,No,3.51,150.0,Desserts,7.0,134.0,Bakery
JP Nagar,Venkateshwara Sweets and Restaurant,No,No,3.6,400.0,Desserts,6.0,6030.0,"South Indian, Mithai, Chinese, North Indian"
BTM,Warm Oven,Yes,No,3.9,500.0,Desserts,1.0,81.0,"Bakery, Desserts"
Bannerghatta Road,Yumme,Yes,No,3.51,250.0,Dine-out,7.0,6116.0,"Fast Food, Burger, Sandwich, Street Food"
JP Nagar,Brahma Brews,No,Yes,3.68,429.76506639427987,Drinks & nightlife,6.0,3232.0,"Continental, South Indian, Finger Food, Pizza, Seafood"
BTM,Indori Chatorey,Yes,No,2.8,300.0,Delivery,1.0,4180.0,"North Indian, Street Food"
Jayanagar,Patio 805,Yes,Yes,4.1,414.08730158730157,Dine-out,9.0,1503.0,"Thai, Vietnamese, Asian, Chinese"
Jayanagar,Brahmin Tiffins & Coffee,No,No,4.2,100.0,Dine-out,9.0,1880.0,South Indian
Bellandur,Chef's Gallery,No,No,3.5,700.0,Buffet,8.0,1960.0,"Chinese, Italian, North Indian"
Bellandur,Kanti Sweets,Yes,No,4.0,400.0,Delivery,8.0,7.0,"Mithai, Street Food"
Sarjapur Road,Sarjapur Social,Yes,No,4.6,427.18715393134,Delivery,10.0,2488.0,"American, North Indian, Chinese, Finger Food"
HSR,PSV's Andhra Paradise,Yes,No,3.5,600.0,Delivery,4.0,4932.0,"Andhra, Chinese, North Indian, Hyderabadi"
Sarjapur Road,Byg Brewski Brewing Company,Yes,Yes,4.9,427.18715393134,Delivery,10.0,1893.0,"Continental, North Indian, Italian, South Indian, Finger Food"
Bellandur,The Irish House,Yes,No,4.2,425.7604895104895,Delivery,8.0,478.0,"European, American"
Bellandur,Hotel Aahaa,No,No,3.7,200.0,Delivery,8.0,4013.0,South Indian
Bellandur,Re:fuel- Aloft Bengaluru Cessna Business Park,No,No,3.52,425.7604895104895,Desserts,8.0,2446.0,"Bakery, Beverages, Cafe, Coffee, Desserts, Sandwich"
Bellandur,38 Sugar Lane,No,No,3.52,850.0,Desserts,8.0,2805.0,"Bakery, Desserts"
Sarjapur Road,Silsila Restaurant,Yes,No,3.7,600.0,Dine-out,10.0,5412.0,"Chinese, North Indian"
Sarjapur Road,Momo Rice Noodles,Yes,No,3.4,600.0,Dine-out,10.0,290.0,"Chinese, Momos"
Lavelle Road,Pizza Stop,Yes,No,3.5,600.0,Delivery,38.0,73.0,"Pizza, Italian"
Basavanagudi,Twiststick House,Yes,No,4.1,500.0,Delivery,18.0,5959.0,"Continental, Fast Food, Street Food, Momos"
Kumaraswamy Layout,Bakers Town,Yes,No,3.8,650.0,Delivery,43.0,400.0,"Cafe, Continental, Fast Food"
Banashankari,Bunt's Biriyani Palace,Yes,No,3.0,400.0,Delivery,13.0,3254.0,"North Indian, South Indian, Chinese, Biryani, Seafood"
Kumaraswamy Layout,Donne Biryani & Kabab Corner,Yes,No,3.3,200.0,Delivery,43.0,3664.0,"Chinese, Biryani"
Basavanagudi,Roti Ghar,Yes,No,3.9,500.0,Delivery,18.0,5179.0,"North Indian, Chinese, South Indian"
Basavanagudi,Udupi Sri Krishna Bhavan,No,No,4.1,600.0,Dine-out,18.0,8650.0,South Indian
JP Nagar,Bean D'er Cafe,Yes,No,3.5,250.0,Delivery,6.0,3113.0,"Tamil, Fast Food"
BTM,Thanco's Natural Ice Cream,Yes,No,3.6,450.0,Delivery,1.0,142.0,"Ice Cream, Desserts"
JP Nagar,Goli Vada Pav No. 1,Yes,No,3.2,200.0,Delivery,6.0,33.0,Street Food
JP Nagar,The Chocolate Room,Yes,No,3.9,400.0,Delivery,6.0,132.0,"Cafe, Desserts"
Bannerghatta Road,Chef Snow,No,No,3.51,300.0,Delivery,7.0,6605.0,"North Indian, Chinese"
BTM,Sri Krishna Delight,Yes,No,3.57,250.0,Delivery,1.0,2558.0,"North Indian, South Indian"
Bannerghatta Road,Keventers,Yes,No,3.8,400.0,Desserts,7.0,18.0,"Desserts, Beverages, Ice Cream"
Bannerghatta Road,Zaika Take Away,No,No,2.4,500.0,Dine-out,7.0,6129.0,"North Indian, Chinese, Thai"
Bannerghatta Road,Chaitanya Grand,No,No,3.6,300.0,Dine-out,7.0,6580.0,"South Indian, North Indian, Chinese"
JP Nagar,Pallavi North Indian Veg Restaurant,Yes,No,3.7,450.0,Dine-out,6.0,1495.0,"Biryani, North Indian, Chinese"
BTM,New Mahesh Friends Food Corner,Yes,No,3.2,300.0,Dine-out,1.0,1470.0,"North Indian, Chinese"
BTM,Polamma's Mess,Yes,No,4.2,300.0,Delivery,1.0,891.0,"North Indian, Chinese, Biryani"
Jayanagar,Maiyas,Yes,No,4.0,200.0,Desserts,9.0,851.0,"North Indian, South Indian, Fast Food, Juices"
Basavanagudi,Mezban Family Restaurant,Yes,No,3.67,300.0,Dine-out,18.0,4628.0,"Chinese, North Indian"
Jayanagar,Saarangi Fine Dining,No,No,3.9,450.0,Dine-out,9.0,5243.0,"North Indian, Chinese, South Indian"
Bellandur,eat.fit,Yes,No,4.4,500.0, 'Classic Chocolate Brownie',8.0,6.0,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts"
Bellandur,Annalakshmi,No,No,3.5,700.0,Delivery,8.0,745.0,"Andhra, Chettinad"
Bellandur,Noodle Oodle,No,No,3.52,400.0,Delivery,8.0,7763.0,Chinese
Sarjapur Road,Lassi Cafe,No,No,3.6,300.0,Desserts,10.0,846.0,"Beverages, Street Food, North Indian"
Bellandur,W XYZ Bar - Aloft Bengaluru Cessna Business Park,No,No,3.8,425.7604895104895,Dine-out,8.0,2744.0,"Finger Food, North Indian"
Richmond Road,Cubbon Pavilion - ITC Gardenia,No,Yes,4.3,392.10526315789474,Buffet,31.0,3539.0,"European, Continental, Chinese, Thai"
Banashankari,Smacznego,Yes,No,4.2,550.0,Cafes,13.0,2532.0,"Cafe, Mexican, Italian, Momos, Beverages"
Banashankari,Sri Basaveshwar Jolada Rotti Oota,No,No,3.65,150.0,Delivery,13.0,5518.0,South Indian
Banashankari,Pizza Hut,Yes,No,3.8,750.0,Delivery,13.0,5.0,"Pizza, Fast Food"
Kumaraswamy Layout,Nandhanu's Rasoi,Yes,No,3.0,400.0,Delivery,43.0,4732.0,"Chinese, North Indian"
Banashankari,Jalsa,Yes,Yes,4.1,800.0,Dine-out,13.0,1317.0,"North Indian, Mughlai, Chinese"
Banashankari,Naveen Kabab & Biriyani Mane,No,No,3.2,300.0,Dine-out,13.0,4744.0,Biryani
Bannerghatta Road,Cafe Talk,No,No,3.3,700.0,Cafes,7.0,3300.0,"Cafe, Continental, North Indian, Bakery, Desserts"
Bannerghatta Road,Kabab Treat,Yes,No,2.8,500.0,Delivery,7.0,4269.0,"North Indian, Chinese"
Bannerghatta Road,Lalchee's Rasoi,No,No,3.6,500.0,Delivery,7.0,4428.0,"North Indian, Chinese"
Bannerghatta Road,Kitchen King,No,No,3.51,250.0,Delivery,7.0,2213.0,"South Indian, North Indian, Chinese"
Bannerghatta Road,Feast and Burp,No,No,3.3,300.0,Delivery,7.0,6845.0,North Indian
JP Nagar,Arzak,No,No,3.68,300.0,Delivery,6.0,746.0,"Arabian, Middle Eastern, Rolls, Seafood, BBQ"
JP Nagar,Hotel Namadhari,No,No,3.68,150.0,Delivery,6.0,4064.0,"South Indian, Chinese"
Bannerghatta Road,Butterly,Yes,No,3.9,450.0,Dine-out,7.0,1087.0,"Cafe, Bakery, Beverages"
JP Nagar,De Oxford Cafe,No,No,3.7,500.0,Dine-out,6.0,3581.0,"Cafe, Beverages, Fast Food"
JP Nagar,Udupi Cafe,No,No,3.68,200.0,Dine-out,6.0,2722.0,"South Indian, North Indian, Chinese"
BTM,Shake Tat Bottle,Yes,No,3.3,200.0,Delivery,1.0,913.0,Beverages
Wilson Garden,FNP Cakes N More,No,No,3.54,700.0,Delivery,52.0,3721.0,Bakery
Basavanagudi,Baba Chatkora,No,No,4.1,334.29640718562877,Dine-out,18.0,399.0,"North Indian, Street Food"
Jayanagar,Enerjuvate Studio & Cafe,No,Yes,4.2,800.0,Dine-out,9.0,235.0,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad"
Jayanagar,Salut,Yes,Yes,4.1,414.08730158730157,Dine-out,9.0,2478.0,"Continental, Finger Food, Seafood, Pizza"
Jayanagar,Trendz Corner,No,No,3.6,200.0,Dine-out,9.0,5946.0,"South Indian, North Indian"
HSR,Indori Zaika,Yes,No,2.8,300.0,Delivery,4.0,829.0,North Indian
Sarjapur Road,Cold Smith Ice Creams,Yes,No,3.9,450.0,Delivery,10.0,1997.0,"Ice Cream, Desserts"
Bellandur,Cakes Wagon,Yes,No,3.4,300.0,Delivery,8.0,546.0,"Desserts, Bakery"
Bellandur,Apna Veg Dhaba,Yes,No,3.1,400.0,Delivery,8.0,1010.0,"North Indian, Chinese"
Bellandur,Chicken Man,Yes,No,3.7,400.0,Delivery,8.0,1964.0,"Roast Chicken, Burger"
HSR,Dessi Cuppa,Yes,No,3.7,300.0,Delivery,4.0,793.0,"Beverages, Fast Food"
Sarjapur Road,A La Carte Restaurant,No,No,3.69,500.0,Delivery,10.0,2831.0,"Chinese, North Indian"
Sarjapur Road,Dunkin' Donuts,No,No,3.69,300.0,Delivery,10.0,76.0,Desserts
Bellandur,Hotel S Mom,Yes,No,3.52,350.0,Delivery,8.0,4081.0,"South Indian, Hyderabadi, Chinese"
Bellandur,Oven Fresh,No,No,3.2,600.0,Desserts,8.0,246.0,"Bakery, Fast Food"
Bellandur,The Irish House,Yes,No,4.2,425.7604895104895,Dine-out,8.0,478.0,"European, American"
HSR,Serene Restaurant,No,No,3.67,300.0,Dine-out,4.0,8134.0,North Indian
Bellandur,BG's Poolside Bar & Grill,No,Yes,4.1,425.7604895104895,Pubs and bars,8.0,1829.0,"Mediterranean, Italian, Mexican"
Frazer Town,Pathaan Sir,Yes,No,3.8,250.0,Delivery,21.0,78.0,"Fast Food, Rolls, Momos"
Brigade Road,Le Rock,Yes,No,4.0,440.1226993865031,Delivery,20.0,351.0,"Continental, Chinese"
MG Road,UBQ by Barbeque Nation,Yes,No,3.2,450.0,Delivery,29.0,311.0,"North Indian, BBQ, Biryani, Kebab"
Banashankari,Caf-Eleven,No,No,4.0,450.0,Cafes,13.0,3267.0,"Cafe, Continental"
Banashankari,Ayda Persian Kitchen,No,No,3.7,950.0,Delivery,13.0,1024.0,"North Indian, Iranian"
Basavanagudi,Amande Patisserie,Yes,No,4.0,300.0,Delivery,18.0,991.0,"Bakery, French, Desserts"
Banashankari,Parjanya Chat Zone,No,No,3.3,200.0,Dine-out,13.0,4973.0,"Street Food, Fast Food"
JP Nagar,CakeZone,Yes,No,3.7,200.0,Delivery,6.0,133.0,"Bakery, Desserts"
South Bangalore,Dilli ??,Yes,No,3.5,500.0,Delivery,67.0,6761.0,North Indian
JP Nagar,Happy Eats,Yes,No,3.68,300.0,Delivery,6.0,590.0,"North Indian, Continental"
Bannerghatta Road,Super Chef's (New Royal treat),No,No,3.51,420.7992327365729,Delivery,7.0,8400.0,"North Indian, Chinese, South Indian"
JP Nagar,Nandhini Paradise,No,No,3.8,600.0,Dine-out,6.0,361.0,North Indian
JP Nagar,Brewsky,Yes,Yes,4.4,429.76506639427987,Drinks & nightlife,6.0,529.0,"Continental, American"
Jayanagar,Sreeraj Lassi Bar,Yes,No,4.1,150.0,Desserts,9.0,80.0,"Beverages, Desserts"
Basavanagudi,Pizza Stop,Yes,No,3.8,600.0,Dine-out,18.0,73.0,"Pizza, Italian"
Jayanagar,Nagarjuna Chimney,No,No,4.0,600.0,Dine-out,9.0,4713.0,"Andhra, Biryani"
Jayanagar,Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,414.08730158730157,Dine-out,9.0,1212.0,"Italian, Fast Food, Salad, BBQ"
Shanti Nagar,Desi Inn,Yes,No,3.5,300.0,Dine-out,37.0,3618.0,North Indian
Jayanagar,Pavithra Restaurant,No,No,3.4,300.0,Dine-out,9.0,4987.0,"South Indian, North Indian, Chinese"
HSR,Kitchen On Table,Yes,No,4.3,434.49684210526317,Delivery,4.0,286.0,"BBQ, Chinese, Japanese, Asian"
Bellandur,Azura Restaurant,Yes,No,2.8,500.0,Delivery,8.0,3040.0,"North Indian, Mughlai, Chinese, Arabian, Kerala"
Bellandur,Tea Totallers,Yes,No,2.9,500.0,Delivery,8.0,694.0,"Cafe, Continental, Tea"
Bellandur,Aaha Andhra,Yes,No,3.7,900.0,Dine-out,8.0,318.0,"Andhra, Biryani, North Indian"
Bellandur,Sri Krishna Kitchen,Yes,No,3.6,350.0,Dine-out,8.0,685.0,"North Indian, Chinese"
Marathahalli,Jalsa Gold,No,Yes,4.5,419.59418534221686,Dine-out,3.0,4214.0,"North Indian, Mughlai, Italian"
Banashankari,Atithi Point Ande Ka Funda,No,No,3.1,150.0,Delivery,13.0,3028.0,North Indian
Basavanagudi,Lassi Corner,Yes,No,3.7,150.0,Delivery,18.0,47.0,"Beverages, Ice Cream"
Banashankari,Kavali,No,No,4.0,300.0,Dine-out,13.0,7319.0,"South Indian, Street Food"
BTM,Apna Punjab,Yes,No,3.6,450.0,Delivery,1.0,1009.0,"North Indian, Chinese, Fast Food"
Bannerghatta Road,Shiv Sai Hotel,Yes,No,3.5,400.0,Delivery,7.0,5369.0,North Indian
JP Nagar,Adithya,Yes,No,4.0,300.0,Delivery,6.0,495.0,"South Indian, North Indian, Chinese"
Bannerghatta Road,Thalassery Restaurant,Yes,No,3.51,600.0,Delivery,7.0,52.0,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala"
Kumaraswamy Layout,Late Night,Yes,No,3.7,500.0,Delivery,43.0,625.0,"North Indian, Chinese"
Bannerghatta Road,Mad Over Donuts,Yes,No,3.1,450.0,Delivery,7.0,117.0,"Bakery, Desserts, Beverages"
Bannerghatta Road,Chocolate Junction,No,No,3.51,200.0,Delivery,7.0,1142.0,Desserts
JP Nagar,Suji's Kitchen,No,No,3.68,300.0,Dine-out,6.0,5604.0,"South Indian, North Indian"
JP Nagar,Coconut Grove,No,No,3.4,429.76506639427987,Drinks & nightlife,6.0,415.0,"South Indian, Chettinad, Kerala, Seafood"
Jayanagar,People Tree Cafe,No,No,3.7,400.0,Cafes,9.0,2402.0,"Cafe, Fast Food, Beverages"
Koramangala 7th Block,Cafe Noir,Yes,No,3.85,469.17740336967296,Delivery,26.0,331.0,"European, French, Salad"
HSR,Al Daaz,Yes,No,4.2,550.0,Delivery,4.0,2904.0,"North Indian, Continental, BBQ"
HSR,Sri Krishna Sagar,Yes,No,3.5,400.0,Delivery,4.0,99.0,"South Indian, North Indian, Chinese, Street Food, Juices"
Bellandur,Eat N Drinks,Yes,No,3.4,150.0,Delivery,8.0,6803.0,"Kerala, Beverages"
Bellandur,La Mirch,No,No,3.52,400.0,Delivery,8.0,154.0,"North Indian, Kashmiri"
Bellandur,Coastal Fish Land,Yes,No,3.52,500.0,Dine-out,8.0,1151.0,Mangalorean
Bellandur,Asia In A Box,Yes,No,3.1,550.0,Dine-out,8.0,500.0,"Thai, Asian"
MG Road,Berrylicious Cafe,Yes,No,4.1,900.0,Cafes,29.0,261.0,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream"
Indiranagar,Firangi Bake,Yes,No,3.9,600.0,Delivery,2.0,125.0,"Mexican, Italian"
Frazer Town,Rahhams,Yes,No,3.9,700.0,Delivery,21.0,303.0,"Mughlai, North Indian, Chinese"
Indiranagar,YumYumSouth,Yes,No,3.5,600.0, 'Idli Chaat',2.0,144.0,South Indian
Brigade Road,Trick Or Treat,No,No,4.2,500.0,Delivery,20.0,2713.0,"Cafe, Burger, Continental, Pizza, Steak"
Brigade Road,Little White Kitchen,Yes,No,3.8,200.0,Delivery,20.0,4483.0,"Chinese, Continental, North Indian, Italian"
Banashankari,Faasos,Yes,No,4.2,500.0,Delivery,13.0,17.0,"North Indian, Biryani, Fast Food"
Banashankari,Kwality Wall's Swirl's Happiness Station,No,No,2.9,200.0,Delivery,13.0,4415.0,"Ice Cream, Desserts"
Basavanagudi,Cafe Mondo,Yes,No,3.7,600.0,Delivery,18.0,542.0,"Cafe, Italian, Beverages"
Banashankari,Anand Sweets and Savouries,No,No,3.7,400.0,Desserts,13.0,113.0,"Mithai, Street Food"
JP Nagar,Grills & Rolls,Yes,No,2.5,400.0,Delivery,6.0,3909.0,"North Indian, Chinese, Fast Food, Rolls, Juices"
Bannerghatta Road,Brews N Bites,Yes,No,2.7,650.0,Delivery,7.0,330.0,"Chinese, Fast Food, Cafe, Street Food, Finger Food"
BTM,The Chaat Shop,No,No,3.2,100.0,Delivery,1.0,1665.0,Street Food
Bannerghatta Road,Bella?s Kitchen,No,No,2.9,600.0,Delivery,7.0,3121.0,"Chinese, Seafood, North Indian"
JP Nagar,Dakshin Food Palace,Yes,No,3.7,450.0,Delivery,6.0,3560.0,"South Indian, North Indian, Chinese"
Bannerghatta Road,A2B - Adyar Ananda Bhavan,Yes,No,2.7,400.0,Dine-out,7.0,20.0,"South Indian, North Indian, Chinese, Street Food"
JP Nagar,Hotel Ambara,No,No,3.68,500.0,Dine-out,6.0,4016.0,South Indian
BTM,Swad Punjab Da,Yes,No,3.7,150.0,Dine-out,1.0,1638.0,North Indian
Basavanagudi,Cafe Mondo,Yes,No,3.7,600.0,Cafes,18.0,542.0,"Cafe, Italian, Beverages"
Jayanagar,4th Tea Block,No,No,4.0,150.0,Cafes,9.0,2811.0,Cafe
Basavanagudi,Prakash Cafe,No,No,3.4,700.0,Dine-out,18.0,7894.0,South Indian
